Period,Metric,Replications,Mean,Standard Deviation,CI Lower,CI Upper,Half-Width,Required Half-Width,Precision Passed
Morning,Mean Completed Wait,30,3.657273690780055,0.11027297718531004,3.616097084380474,3.698450297179636,0.04117660639958073,1.0,True
Morning,Peak Queue,30,17.266666666666666,1.9988502442280598,16.52028371901148,18.01304961432185,0.7463829476551846,1.7266666666666666,True
Evening,Mean Completed Wait,30,3.651138568199204,0.16401696152911144,3.589893628231817,3.7123835081665915,0.061244939967387425,1.0,True
Evening,Peak Queue,30,9.866666666666667,1.569830505529802,9.28048232223177,10.452851011101565,0.5861843444348986,1.0,True
