Date,Hour,Route ID,Direction,Stop ID,Stop Sequence,Boardings,Alightings,Trips,Stop Name,Period
2025-04-15,2025-04-15 16:00:00,M66,E,403495,9,6,20,7,MADISON AV/E 67 ST,Evening
2025-04-15,2025-04-15 16:00:00,M66,E,405627,10,14,46,9,E 68 ST/LEXINGTON AV,Evening
2025-04-15,2025-04-15 06:00:00,M66,E,403492,6,5,1,3,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-15,2025-04-15 06:00:00,M66,E,403494,7,1,1,1,E 65 ST/5 AV,Morning
2025-04-15,2025-04-15 06:00:00,M66,E,404994,8,1,4,2,MADISON AV/E 65 ST,Morning
2025-04-15,2025-04-15 06:00:00,M66,E,403495,9,7,1,3,MADISON AV/E 67 ST,Morning
2025-04-15,2025-04-15 06:00:00,M66,E,405627,10,28,7,3,E 68 ST/LEXINGTON AV,Morning
2025-04-15,2025-04-15 09:00:00,M66,E,405627,10,34,22,8,E 68 ST/LEXINGTON AV,Morning
2025-04-15,2025-04-15 17:00:00,M66,E,403492,6,48,3,7,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-15,2025-04-15 17:00:00,M66,E,403494,7,7,17,7,E 65 ST/5 AV,Evening
2025-04-15,2025-04-15 17:00:00,M66,E,404994,8,1,4,2,MADISON AV/E 65 ST,Evening
2025-04-15,2025-04-15 17:00:00,M66,E,403495,9,4,14,5,MADISON AV/E 67 ST,Evening
2025-04-15,2025-04-15 17:00:00,M66,E,405627,10,18,41,7,E 68 ST/LEXINGTON AV,Evening
2025-04-15,2025-04-15 09:00:00,M66,E,403492,6,25,2,7,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-15,2025-04-15 09:00:00,M66,E,403494,7,3,28,8,E 65 ST/5 AV,Morning
2025-04-15,2025-04-15 09:00:00,M66,E,404994,8,4,6,6,MADISON AV/E 65 ST,Morning
2025-04-15,2025-04-15 09:00:00,M66,E,403495,9,3,26,8,MADISON AV/E 67 ST,Morning
2025-04-15,2025-04-15 07:00:00,M66,E,403492,6,19,2,6,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-15,2025-04-15 07:00:00,M66,E,403494,7,3,34,8,E 65 ST/5 AV,Morning
2025-04-15,2025-04-15 07:00:00,M66,E,404994,8,2,20,7,MADISON AV/E 65 ST,Morning
2025-04-15,2025-04-15 07:00:00,M66,E,403495,9,6,13,6,MADISON AV/E 67 ST,Morning
2025-04-15,2025-04-15 07:00:00,M66,E,405627,10,91,26,8,E 68 ST/LEXINGTON AV,Morning
2025-04-15,2025-04-15 15:00:00,M66,E,403492,6,23,0,5,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-15,2025-04-15 15:00:00,M66,E,403494,7,3,11,4,E 65 ST/5 AV,Evening
2025-04-15,2025-04-15 15:00:00,M66,E,404994,8,2,11,2,MADISON AV/E 65 ST,Evening
2025-04-15,2025-04-15 15:00:00,M66,E,403495,9,3,4,3,MADISON AV/E 67 ST,Evening
2025-04-15,2025-04-15 15:00:00,M66,E,405627,10,19,18,4,E 68 ST/LEXINGTON AV,Evening
2025-04-15,2025-04-15 08:00:00,M66,E,403492,6,29,4,7,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-15,2025-04-15 08:00:00,M66,E,403494,7,4,43,8,E 65 ST/5 AV,Morning
2025-04-15,2025-04-15 08:00:00,M66,E,404994,8,2,14,5,MADISON AV/E 65 ST,Morning
2025-04-15,2025-04-15 08:00:00,M66,E,403495,9,4,29,6,MADISON AV/E 67 ST,Morning
2025-04-15,2025-04-15 08:00:00,M66,E,405627,10,92,37,8,E 68 ST/LEXINGTON AV,Morning
2025-04-15,2025-04-15 19:00:00,M66,E,403492,6,5,1,2,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-15,2025-04-15 19:00:00,M66,E,403494,7,9,5,2,E 65 ST/5 AV,Evening
2025-04-15,2025-04-15 19:00:00,M66,E,404994,8,1,7,4,MADISON AV/E 65 ST,Evening
2025-04-15,2025-04-15 19:00:00,M66,E,403495,9,1,4,2,MADISON AV/E 67 ST,Evening
2025-04-15,2025-04-15 19:00:00,M66,E,405627,10,19,19,6,E 68 ST/LEXINGTON AV,Evening
2025-04-15,2025-04-15 10:00:00,M66,E,403492,6,10,2,4,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-15,2025-04-15 10:00:00,M66,E,403494,7,0,14,4,E 65 ST/5 AV,Morning
2025-04-15,2025-04-15 10:00:00,M66,E,404994,8,5,9,5,MADISON AV/E 65 ST,Morning
2025-04-15,2025-04-15 10:00:00,M66,E,403495,9,1,14,5,MADISON AV/E 67 ST,Morning
2025-04-15,2025-04-15 10:00:00,M66,E,405627,10,30,17,5,E 68 ST/LEXINGTON AV,Morning
2025-04-15,2025-04-15 18:00:00,M66,E,403492,6,11,0,4,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-15,2025-04-15 18:00:00,M66,E,403494,7,5,8,4,E 65 ST/5 AV,Evening
2025-04-15,2025-04-15 18:00:00,M66,E,404994,8,1,4,3,MADISON AV/E 65 ST,Evening
2025-04-15,2025-04-15 18:00:00,M66,E,403495,9,6,7,5,MADISON AV/E 67 ST,Evening
2025-04-15,2025-04-15 18:00:00,M66,E,405627,10,9,20,5,E 68 ST/LEXINGTON AV,Evening
2025-04-16,2025-04-16 16:00:00,M66,E,403492,6,26,6,8,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-16,2025-04-16 16:00:00,M66,E,403494,7,6,10,6,E 65 ST/5 AV,Evening
2025-04-16,2025-04-16 16:00:00,M66,E,404994,8,7,13,6,MADISON AV/E 65 ST,Evening
2025-04-16,2025-04-16 16:00:00,M66,E,403495,9,4,12,4,MADISON AV/E 67 ST,Evening
2025-04-16,2025-04-16 16:00:00,M66,E,405627,10,21,51,9,E 68 ST/LEXINGTON AV,Evening
2025-04-16,2025-04-16 17:00:00,M66,E,403492,6,36,4,7,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-16,2025-04-16 17:00:00,M66,E,403494,7,4,12,5,E 65 ST/5 AV,Evening
2025-04-16,2025-04-16 17:00:00,M66,E,404994,8,2,12,5,MADISON AV/E 65 ST,Evening
2025-04-16,2025-04-16 17:00:00,M66,E,403495,9,7,19,6,MADISON AV/E 67 ST,Evening
2025-04-16,2025-04-16 17:00:00,M66,E,405627,10,10,38,7,E 68 ST/LEXINGTON AV,Evening
2025-04-16,2025-04-16 19:00:00,M66,E,403492,6,7,0,2,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-16,2025-04-16 19:00:00,M66,E,403494,7,0,2,1,E 65 ST/5 AV,Evening
2025-04-16,2025-04-16 19:00:00,M66,E,404994,8,3,4,2,MADISON AV/E 65 ST,Evening
2025-04-16,2025-04-16 07:00:00,M66,E,403492,6,31,0,8,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-16,2025-04-16 07:00:00,M66,E,403494,7,4,32,8,E 65 ST/5 AV,Morning
2025-04-16,2025-04-16 07:00:00,M66,E,404994,8,3,20,8,MADISON AV/E 65 ST,Morning
2025-04-16,2025-04-16 07:00:00,M66,E,403495,9,13,13,9,MADISON AV/E 67 ST,Morning
2025-04-16,2025-04-16 07:00:00,M66,E,405627,10,99,21,8,E 68 ST/LEXINGTON AV,Morning
2025-04-16,2025-04-16 19:00:00,M66,E,403495,9,4,5,2,MADISON AV/E 67 ST,Evening
2025-04-16,2025-04-16 19:00:00,M66,E,405627,10,5,5,3,E 68 ST/LEXINGTON AV,Evening
2025-04-16,2025-04-16 10:00:00,M66,E,403492,6,11,3,4,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-16,2025-04-16 10:00:00,M66,E,403494,7,1,14,3,E 65 ST/5 AV,Morning
2025-04-16,2025-04-16 10:00:00,M66,E,404994,8,3,7,4,MADISON AV/E 65 ST,Morning
2025-04-16,2025-04-16 10:00:00,M66,E,403495,9,1,12,4,MADISON AV/E 67 ST,Morning
2025-04-16,2025-04-16 10:00:00,M66,E,405627,10,24,14,5,E 68 ST/LEXINGTON AV,Morning
2025-04-16,2025-04-16 18:00:00,M66,E,403492,6,18,1,4,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-16,2025-04-16 18:00:00,M66,E,403494,7,2,5,3,E 65 ST/5 AV,Evening
2025-04-16,2025-04-16 18:00:00,M66,E,404994,8,2,12,4,MADISON AV/E 65 ST,Evening
2025-04-16,2025-04-16 18:00:00,M66,E,403495,9,4,9,5,MADISON AV/E 67 ST,Evening
2025-04-16,2025-04-16 18:00:00,M66,E,405627,10,17,23,5,E 68 ST/LEXINGTON AV,Evening
2025-04-16,2025-04-16 08:00:00,M66,E,403492,6,39,6,7,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-16,2025-04-16 08:00:00,M66,E,403494,7,18,68,10,E 65 ST/5 AV,Morning
2025-04-16,2025-04-16 08:00:00,M66,E,404994,8,5,25,8,MADISON AV/E 65 ST,Morning
2025-04-16,2025-04-16 08:00:00,M66,E,403495,9,8,21,7,MADISON AV/E 67 ST,Morning
2025-04-16,2025-04-16 08:00:00,M66,E,405627,10,146,44,10,E 68 ST/LEXINGTON AV,Morning
2025-04-16,2025-04-16 09:00:00,M66,E,403492,6,35,0,7,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-16,2025-04-16 09:00:00,M66,E,403494,7,5,25,7,E 65 ST/5 AV,Morning
2025-04-16,2025-04-16 09:00:00,M66,E,404994,8,2,17,6,MADISON AV/E 65 ST,Morning
2025-04-16,2025-04-16 09:00:00,M66,E,403495,9,3,12,5,MADISON AV/E 67 ST,Morning
2025-04-16,2025-04-16 09:00:00,M66,E,405627,10,48,24,6,E 68 ST/LEXINGTON AV,Morning
2025-04-16,2025-04-16 15:00:00,M66,E,403492,6,20,3,5,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-16,2025-04-16 15:00:00,M66,E,403494,7,6,9,5,E 65 ST/5 AV,Evening
2025-04-16,2025-04-16 15:00:00,M66,E,404994,8,6,13,5,MADISON AV/E 65 ST,Evening
2025-04-16,2025-04-16 15:00:00,M66,E,403495,9,8,23,5,MADISON AV/E 67 ST,Evening
2025-04-16,2025-04-16 15:00:00,M66,E,405627,10,18,38,5,E 68 ST/LEXINGTON AV,Evening
2025-04-16,2025-04-16 06:00:00,M66,E,403492,6,7,0,3,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-16,2025-04-16 06:00:00,M66,E,403494,7,1,5,3,E 65 ST/5 AV,Morning
2025-04-16,2025-04-16 06:00:00,M66,E,404994,8,1,4,3,MADISON AV/E 65 ST,Morning
2025-04-16,2025-04-16 06:00:00,M66,E,403495,9,12,3,4,MADISON AV/E 67 ST,Morning
2025-04-16,2025-04-16 06:00:00,M66,E,405627,10,64,10,5,E 68 ST/LEXINGTON AV,Morning
2025-04-17,2025-04-17 07:00:00,M66,E,403492,6,17,0,5,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-17,2025-04-17 07:00:00,M66,E,403494,7,5,34,7,E 65 ST/5 AV,Morning
2025-04-17,2025-04-17 07:00:00,M66,E,404994,8,2,11,4,MADISON AV/E 65 ST,Morning
2025-04-17,2025-04-17 07:00:00,M66,E,403495,9,5,14,7,MADISON AV/E 67 ST,Morning
2025-04-17,2025-04-17 07:00:00,M66,E,405627,10,95,18,7,E 68 ST/LEXINGTON AV,Morning
2025-04-17,2025-04-17 15:00:00,M66,E,403492,6,48,5,6,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-17,2025-04-17 15:00:00,M66,E,403494,7,3,15,3,E 65 ST/5 AV,Evening
2025-04-17,2025-04-17 15:00:00,M66,E,404994,8,3,13,6,MADISON AV/E 65 ST,Evening
2025-04-17,2025-04-17 15:00:00,M66,E,403495,9,13,14,4,MADISON AV/E 67 ST,Evening
2025-04-17,2025-04-17 15:00:00,M66,E,405627,10,20,35,6,E 68 ST/LEXINGTON AV,Evening
2025-04-17,2025-04-17 17:00:00,M66,E,403492,6,39,0,6,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-17,2025-04-17 17:00:00,M66,E,403494,7,6,8,4,E 65 ST/5 AV,Evening
2025-04-17,2025-04-17 17:00:00,M66,E,404994,8,3,15,5,MADISON AV/E 65 ST,Evening
2025-04-17,2025-04-17 17:00:00,M66,E,403495,9,4,14,6,MADISON AV/E 67 ST,Evening
2025-04-17,2025-04-17 17:00:00,M66,E,405627,10,8,44,8,E 68 ST/LEXINGTON AV,Evening
2025-04-17,2025-04-17 16:00:00,M66,E,403492,6,15,3,7,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-17,2025-04-17 16:00:00,M66,E,403494,7,1,3,2,E 65 ST/5 AV,Evening
2025-04-17,2025-04-17 16:00:00,M66,E,404994,8,5,8,4,MADISON AV/E 65 ST,Evening
2025-04-17,2025-04-17 16:00:00,M66,E,403495,9,3,3,4,MADISON AV/E 67 ST,Evening
2025-04-17,2025-04-17 16:00:00,M66,E,405627,10,11,27,6,E 68 ST/LEXINGTON AV,Evening
2025-04-17,2025-04-17 19:00:00,M66,E,403492,6,19,0,4,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-17,2025-04-17 19:00:00,M66,E,403494,7,1,2,2,E 65 ST/5 AV,Evening
2025-04-17,2025-04-17 19:00:00,M66,E,404994,8,4,9,4,MADISON AV/E 65 ST,Evening
2025-04-17,2025-04-17 19:00:00,M66,E,403495,9,7,7,3,MADISON AV/E 67 ST,Evening
2025-04-17,2025-04-17 19:00:00,M66,E,405627,10,9,16,3,E 68 ST/LEXINGTON AV,Evening
2025-04-17,2025-04-17 08:00:00,M66,E,403492,6,54,2,8,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-17,2025-04-17 08:00:00,M66,E,403494,7,9,35,7,E 65 ST/5 AV,Morning
2025-04-17,2025-04-17 08:00:00,M66,E,404994,8,1,7,3,MADISON AV/E 65 ST,Morning
2025-04-17,2025-04-17 08:00:00,M66,E,403495,9,9,21,8,MADISON AV/E 67 ST,Morning
2025-04-17,2025-04-17 08:00:00,M66,E,405627,10,93,29,10,E 68 ST/LEXINGTON AV,Morning
2025-04-17,2025-04-17 06:00:00,M66,E,403492,6,4,0,2,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-17,2025-04-17 06:00:00,M66,E,403494,7,0,2,2,E 65 ST/5 AV,Morning
2025-04-17,2025-04-17 06:00:00,M66,E,404994,8,0,8,3,MADISON AV/E 65 ST,Morning
2025-04-17,2025-04-17 06:00:00,M66,E,403495,9,8,2,3,MADISON AV/E 67 ST,Morning
2025-04-17,2025-04-17 06:00:00,M66,E,405627,10,42,3,3,E 68 ST/LEXINGTON AV,Morning
2025-04-17,2025-04-17 09:00:00,M66,E,403492,6,19,0,5,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-17,2025-04-17 09:00:00,M66,E,403494,7,7,27,6,E 65 ST/5 AV,Morning
2025-04-17,2025-04-17 09:00:00,M66,E,404994,8,5,14,5,MADISON AV/E 65 ST,Morning
2025-04-17,2025-04-17 09:00:00,M66,E,403495,9,10,15,5,MADISON AV/E 67 ST,Morning
2025-04-17,2025-04-17 09:00:00,M66,E,405627,10,27,13,4,E 68 ST/LEXINGTON AV,Morning
2025-04-17,2025-04-17 10:00:00,M66,E,403492,6,7,2,3,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-17,2025-04-17 10:00:00,M66,E,403494,7,3,16,3,E 65 ST/5 AV,Morning
2025-04-17,2025-04-17 10:00:00,M66,E,404994,8,1,17,4,MADISON AV/E 65 ST,Morning
2025-04-17,2025-04-17 10:00:00,M66,E,403495,9,3,8,3,MADISON AV/E 67 ST,Morning
2025-04-17,2025-04-17 10:00:00,M66,E,405627,10,15,17,5,E 68 ST/LEXINGTON AV,Morning
2025-04-17,2025-04-17 18:00:00,M66,E,403492,6,14,0,5,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-17,2025-04-17 18:00:00,M66,E,403494,7,1,5,4,E 65 ST/5 AV,Evening
2025-04-17,2025-04-17 18:00:00,M66,E,404994,8,6,17,5,MADISON AV/E 65 ST,Evening
2025-04-17,2025-04-17 18:00:00,M66,E,403495,9,5,5,4,MADISON AV/E 67 ST,Evening
2025-04-17,2025-04-17 18:00:00,M66,E,405627,10,8,22,6,E 68 ST/LEXINGTON AV,Evening
2025-04-18,2025-04-18 15:00:00,M66,E,403492,6,11,1,3,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-18,2025-04-18 15:00:00,M66,E,403494,7,3,5,4,E 65 ST/5 AV,Evening
2025-04-18,2025-04-18 07:00:00,M66,E,403492,6,13,0,6,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-18,2025-04-18 07:00:00,M66,E,403494,7,2,6,4,E 65 ST/5 AV,Morning
2025-04-18,2025-04-18 07:00:00,M66,E,404994,8,1,8,4,MADISON AV/E 65 ST,Morning
2025-04-18,2025-04-18 07:00:00,M66,E,403495,9,22,6,3,MADISON AV/E 67 ST,Morning
2025-04-18,2025-04-18 07:00:00,M66,E,405627,10,56,7,6,E 68 ST/LEXINGTON AV,Morning
2025-04-18,2025-04-18 18:00:00,M66,E,403492,6,12,2,4,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-18,2025-04-18 18:00:00,M66,E,403494,7,4,4,3,E 65 ST/5 AV,Evening
2025-04-18,2025-04-18 18:00:00,M66,E,404994,8,2,5,3,MADISON AV/E 65 ST,Evening
2025-04-18,2025-04-18 18:00:00,M66,E,403495,9,4,9,3,MADISON AV/E 67 ST,Evening
2025-04-18,2025-04-18 18:00:00,M66,E,405627,10,18,19,5,E 68 ST/LEXINGTON AV,Evening
2025-04-18,2025-04-18 17:00:00,M66,E,403492,6,24,0,6,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-18,2025-04-18 17:00:00,M66,E,403494,7,2,17,4,E 65 ST/5 AV,Evening
2025-04-18,2025-04-18 17:00:00,M66,E,404994,8,5,10,5,MADISON AV/E 65 ST,Evening
2025-04-18,2025-04-18 17:00:00,M66,E,403495,9,3,9,4,MADISON AV/E 67 ST,Evening
2025-04-18,2025-04-18 17:00:00,M66,E,405627,10,6,17,6,E 68 ST/LEXINGTON AV,Evening
2025-04-18,2025-04-18 15:00:00,M66,E,404994,8,3,2,2,MADISON AV/E 65 ST,Evening
2025-04-18,2025-04-18 15:00:00,M66,E,403495,9,0,1,1,MADISON AV/E 67 ST,Evening
2025-04-18,2025-04-18 15:00:00,M66,E,405627,10,3,4,2,E 68 ST/LEXINGTON AV,Evening
2025-04-18,2025-04-18 16:00:00,M66,E,403492,6,15,0,4,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-18,2025-04-18 16:00:00,M66,E,403494,7,9,7,4,E 65 ST/5 AV,Evening
2025-04-18,2025-04-18 16:00:00,M66,E,404994,8,6,11,4,MADISON AV/E 65 ST,Evening
2025-04-18,2025-04-18 16:00:00,M66,E,403495,9,4,5,4,MADISON AV/E 67 ST,Evening
2025-04-18,2025-04-18 16:00:00,M66,E,405627,10,19,28,6,E 68 ST/LEXINGTON AV,Evening
2025-04-18,2025-04-18 08:00:00,M66,E,403492,6,25,1,8,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-18,2025-04-18 08:00:00,M66,E,403494,7,9,18,7,E 65 ST/5 AV,Morning
2025-04-18,2025-04-18 08:00:00,M66,E,404994,8,2,12,6,MADISON AV/E 65 ST,Morning
2025-04-18,2025-04-18 08:00:00,M66,E,403495,9,4,8,6,MADISON AV/E 67 ST,Morning
2025-04-18,2025-04-18 08:00:00,M66,E,405627,10,48,6,7,E 68 ST/LEXINGTON AV,Morning
2025-04-18,2025-04-18 06:00:00,M66,E,403492,6,4,0,2,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-18,2025-04-18 06:00:00,M66,E,403494,7,1,2,2,E 65 ST/5 AV,Morning
2025-04-18,2025-04-18 06:00:00,M66,E,404994,8,1,7,4,MADISON AV/E 65 ST,Morning
2025-04-18,2025-04-18 06:00:00,M66,E,403495,9,6,2,4,MADISON AV/E 67 ST,Morning
2025-04-18,2025-04-18 06:00:00,M66,E,405627,10,55,4,5,E 68 ST/LEXINGTON AV,Morning
2025-04-18,2025-04-18 10:00:00,M66,E,403492,6,18,1,3,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-18,2025-04-18 10:00:00,M66,E,403494,7,1,20,3,E 65 ST/5 AV,Morning
2025-04-18,2025-04-18 10:00:00,M66,E,404994,8,1,7,2,MADISON AV/E 65 ST,Morning
2025-04-18,2025-04-18 10:00:00,M66,E,403495,9,0,1,1,MADISON AV/E 67 ST,Morning
2025-04-18,2025-04-18 10:00:00,M66,E,405627,10,11,10,2,E 68 ST/LEXINGTON AV,Morning
2025-04-18,2025-04-18 09:00:00,M66,E,403492,6,9,1,3,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-18,2025-04-18 09:00:00,M66,E,403494,7,3,20,4,E 65 ST/5 AV,Morning
2025-04-18,2025-04-18 09:00:00,M66,E,404994,8,0,9,3,MADISON AV/E 65 ST,Morning
2025-04-18,2025-04-18 09:00:00,M66,E,403495,9,2,8,3,MADISON AV/E 67 ST,Morning
2025-04-18,2025-04-18 09:00:00,M66,E,405627,10,32,9,5,E 68 ST/LEXINGTON AV,Morning
2025-04-18,2025-04-18 19:00:00,M66,E,403492,6,10,2,3,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-18,2025-04-18 19:00:00,M66,E,403494,7,3,7,2,E 65 ST/5 AV,Evening
2025-04-18,2025-04-18 19:00:00,M66,E,404994,8,2,3,2,MADISON AV/E 65 ST,Evening
2025-04-18,2025-04-18 19:00:00,M66,E,403495,9,3,9,3,MADISON AV/E 67 ST,Evening
2025-04-18,2025-04-18 19:00:00,M66,E,405627,10,2,17,3,E 68 ST/LEXINGTON AV,Evening
2025-04-21,2025-04-21 06:00:00,M66,E,403492,6,10,1,5,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-21,2025-04-21 06:00:00,M66,E,403494,7,1,3,3,E 65 ST/5 AV,Morning
2025-04-21,2025-04-21 06:00:00,M66,E,404994,8,2,10,6,MADISON AV/E 65 ST,Morning
2025-04-21,2025-04-21 06:00:00,M66,E,403495,9,7,5,6,MADISON AV/E 67 ST,Morning
2025-04-21,2025-04-21 06:00:00,M66,E,405627,10,67,13,5,E 68 ST/LEXINGTON AV,Morning
2025-04-21,2025-04-21 09:00:00,M66,E,403492,6,34,1,6,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-21,2025-04-21 09:00:00,M66,E,403494,7,4,22,7,E 65 ST/5 AV,Morning
2025-04-21,2025-04-21 09:00:00,M66,E,404994,8,4,16,6,MADISON AV/E 65 ST,Morning
2025-04-21,2025-04-21 09:00:00,M66,E,403495,9,3,19,6,MADISON AV/E 67 ST,Morning
2025-04-21,2025-04-21 09:00:00,M66,E,405627,10,64,52,6,E 68 ST/LEXINGTON AV,Morning
2025-04-21,2025-04-21 17:00:00,M66,E,403492,6,36,6,6,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-21,2025-04-21 17:00:00,M66,E,403494,7,2,11,6,E 65 ST/5 AV,Evening
2025-04-21,2025-04-21 17:00:00,M66,E,404994,8,7,16,4,MADISON AV/E 65 ST,Evening
2025-04-21,2025-04-21 17:00:00,M66,E,403495,9,10,8,5,MADISON AV/E 67 ST,Evening
2025-04-21,2025-04-21 17:00:00,M66,E,405627,10,13,56,6,E 68 ST/LEXINGTON AV,Evening
2025-04-21,2025-04-21 08:00:00,M66,E,405627,10,124,67,12,E 68 ST/LEXINGTON AV,Morning
2025-04-21,2025-04-21 19:00:00,M66,E,403492,6,14,2,2,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-21,2025-04-21 19:00:00,M66,E,403494,7,0,1,1,E 65 ST/5 AV,Evening
2025-04-21,2025-04-21 19:00:00,M66,E,404994,8,0,2,1,MADISON AV/E 65 ST,Evening
2025-04-21,2025-04-21 19:00:00,M66,E,403495,9,4,6,2,MADISON AV/E 67 ST,Evening
2025-04-21,2025-04-21 19:00:00,M66,E,405627,10,6,21,2,E 68 ST/LEXINGTON AV,Evening
2025-04-21,2025-04-21 15:00:00,M66,E,403492,6,48,5,8,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-21,2025-04-21 15:00:00,M66,E,403494,7,6,13,5,E 65 ST/5 AV,Evening
2025-04-21,2025-04-21 15:00:00,M66,E,404994,8,6,24,7,MADISON AV/E 65 ST,Evening
2025-04-21,2025-04-21 15:00:00,M66,E,403495,9,5,21,7,MADISON AV/E 67 ST,Evening
2025-04-21,2025-04-21 15:00:00,M66,E,405627,10,44,113,9,E 68 ST/LEXINGTON AV,Evening
2025-04-21,2025-04-21 10:00:00,M66,E,403492,6,20,4,3,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-21,2025-04-21 10:00:00,M66,E,403494,7,4,27,4,E 65 ST/5 AV,Morning
2025-04-21,2025-04-21 10:00:00,M66,E,404994,8,2,8,3,MADISON AV/E 65 ST,Morning
2025-04-21,2025-04-21 10:00:00,M66,E,403495,9,5,13,4,MADISON AV/E 67 ST,Morning
2025-04-21,2025-04-21 10:00:00,M66,E,405627,10,29,20,5,E 68 ST/LEXINGTON AV,Morning
2025-04-21,2025-04-21 08:00:00,M66,E,403492,6,42,6,8,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-21,2025-04-21 08:00:00,M66,E,403494,7,6,39,9,E 65 ST/5 AV,Morning
2025-04-21,2025-04-21 08:00:00,M66,E,404994,8,3,20,9,MADISON AV/E 65 ST,Morning
2025-04-21,2025-04-21 08:00:00,M66,E,403495,9,11,17,9,MADISON AV/E 67 ST,Morning
2025-04-21,2025-04-21 18:00:00,M66,E,403492,6,37,1,4,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-21,2025-04-21 18:00:00,M66,E,403494,7,4,9,3,E 65 ST/5 AV,Evening
2025-04-21,2025-04-21 18:00:00,M66,E,404994,8,6,17,6,MADISON AV/E 65 ST,Evening
2025-04-21,2025-04-21 18:00:00,M66,E,403495,9,10,14,6,MADISON AV/E 67 ST,Evening
2025-04-21,2025-04-21 18:00:00,M66,E,405627,10,17,52,7,E 68 ST/LEXINGTON AV,Evening
2025-04-21,2025-04-21 07:00:00,M66,E,403492,6,29,0,7,W 65 ST/CENTRAL PARK WEST,Morning
2025-04-21,2025-04-21 07:00:00,M66,E,403494,7,5,21,9,E 65 ST/5 AV,Morning
2025-04-21,2025-04-21 07:00:00,M66,E,404994,8,1,13,5,MADISON AV/E 65 ST,Morning
2025-04-21,2025-04-21 07:00:00,M66,E,403495,9,6,13,6,MADISON AV/E 67 ST,Morning
2025-04-21,2025-04-21 07:00:00,M66,E,405627,10,98,21,9,E 68 ST/LEXINGTON AV,Morning
2025-04-21,2025-04-21 16:00:00,M66,E,403492,6,38,6,7,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-21,2025-04-21 16:00:00,M66,E,403494,7,10,8,6,E 65 ST/5 AV,Evening
2025-04-21,2025-04-21 16:00:00,M66,E,404994,8,3,19,7,MADISON AV/E 65 ST,Evening
2025-04-21,2025-04-21 16:00:00,M66,E,403495,9,11,38,8,MADISON AV/E 67 ST,Evening
2025-04-21,2025-04-21 16:00:00,M66,E,405627,10,14,60,7,E 68 ST/LEXINGTON AV,Evening
2025-04-22,2025-04-22 19:00:00,M66,E,403492,6,18,0,5,W 65 ST/CENTRAL PARK WEST,Evening
2025-04-22,2025-04-22 19:00:00,M66,E,403494,7,3,1,2,E 65 ST/5 AV,Evening
2025-04-22,2025-04-22 19:00:00,M66,E,404994,8,0,4,3,MADISON AV/E 65 ST,Evening
2025-04-22,2025-04-22 19:00:00,M66,E,403495,9,0,7,4,MADISON AV/E 67 ST,Evening
