"Date","Hour","Route ID","Direction","Stop ID","Stop Sequence","Boardings","Alightings","Trips"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403492","6","5","0","3"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","404994","8","1","4","3"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403495","9","0","3","2"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403497","10","7","12","4"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403993","11","0","3","2"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403994","12","1","11","3"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403995","13","0","13","3"
"2025-03-14","2025-03-14 08:00:00 PM","M66","E","403996","14","1","7","3"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403488","2","2","0","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403489","3","1","0","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403491","4","3","1","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403494","7","1","0","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","404994","8","0","1","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403495","9","0","1","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403497","10","4","0","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403994","12","0","1","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403995","13","1","5","1"
"2025-03-15","2025-03-15 05:00:00 AM","M66","E","403996","14","0","2","1"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403488","2","4","0","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403489","3","5","0","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403491","4","11","0","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403492","6","2","0","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403494","7","1","0","1"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","404994","8","2","4","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403497","10","7","6","4"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403993","11","1","6","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403994","12","1","6","3"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403995","13","1","9","2"
"2025-03-15","2025-03-15 11:00:00 PM","M66","E","403996","14","1","8","4"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403488","2","2","0","1"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403489","3","2","0","1"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403491","4","3","1","2"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403492","6","2","0","1"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403497","10","1","4","2"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403993","11","1","3","1"
"2025-03-15","2025-03-15 12:00:00 AM","M66","E","403996","14","0","1","1"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403489","3","6","0","2"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403491","4","14","1","3"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403492","6","2","1","2"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403494","7","0","2","1"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403495","9","0","2","1"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403497","10","10","0","1"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403994","12","0","1","1"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403995","13","1","6","2"
"2025-03-15","2025-03-15 06:00:00 AM","M66","E","403996","14","0","5","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403488","2","1","0","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403489","3","1","0","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403491","4","5","0","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403492","6","3","0","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403494","7","0","1","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","404994","8","1","2","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403495","9","0","3","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403497","10","1","15","2"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403993","11","0","5","2"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403994","12","1","1","2"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403995","13","0","1","1"
"2025-03-15","2025-03-15 09:00:00 AM","M66","E","403996","14","0","4","1"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403487","1","8","1","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403488","2","12","1","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403489","3","32","0","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403491","4","63","5","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403492","6","19","0","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403494","7","1","0","1"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","404994","8","2","13","3"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403495","9","5","15","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403497","10","6","25","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403993","11","2","20","4"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403994","12","1","14","2"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403995","13","4","26","5"
"2025-03-15","2025-03-15 03:00:00 PM","M66","E","403996","14","2","24","5"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403487","1","3","0","2"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403488","2","27","0","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403489","3","16","0","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403491","4","42","8","5"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403573","5","2","0","1"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403492","6","11","0","5"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403494","7","2","5","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","404994","8","0","13","3"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403495","9","2","13","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403497","10","14","17","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403993","11","2","14","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403994","12","1","5","3"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403995","13","1","12","4"
"2025-03-15","2025-03-15 11:00:00 AM","M66","E","403996","14","0","19","4"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403487","1","13","10","5"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403488","2","19","0","5"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403489","3","17","3","4"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403491","4","57","2","5"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403573","5","1","0","1"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403492","6","23","2","6"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403494","7","1","11","3"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","404994","8","4","29","6"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403495","9","2","9","4"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403497","10","12","18","6"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403993","11","3","17","5"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403994","12","2","15","6"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403995","13","1","21","6"
"2025-03-15","2025-03-15 02:00:00 PM","M66","E","403996","14","2","24","5"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403487","1","9","0","2"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403488","2","1","0","1"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403489","3","15","1","4"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403491","4","80","0","5"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403492","6","27","0","5"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403494","7","1","6","3"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","404994","8","1","14","4"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403495","9","1","6","2"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403497","10","12","30","5"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403993","11","0","25","4"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403994","12","0","17","4"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403995","13","1","15","4"
"2025-03-15","2025-03-15 09:00:00 PM","M66","E","403996","14","1","16","4"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403487","1","17","0","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403488","2","9","0","4"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403489","3","7","0","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403491","4","38","7","4"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403573","5","1","0","1"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403492","6","6","0","2"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403494","7","1","9","2"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","404994","8","3","16","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403495","9","2","4","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403497","10","10","26","4"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403993","11","1","6","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403994","12","1","8","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403995","13","1","12","3"
"2025-03-15","2025-03-15 10:00:00 AM","M66","E","403996","14","1","13","4"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403487","1","11","5","3"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403488","2","9","0","2"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403489","3","9","0","3"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403491","4","73","4","5"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403492","6","21","2","5"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403494","7","1","4","3"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","404994","8","3","26","5"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403495","9","4","13","3"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403497","10","7","27","5"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403993","11","3","22","3"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403994","12","3","22","5"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403995","13","1","14","3"
"2025-03-15","2025-03-15 04:00:00 PM","M66","E","403996","14","3","14","5"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403487","1","2","0","1"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403488","2","4","0","2"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403489","3","5","0","3"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403491","4","9","0","3"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403492","6","4","1","4"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403494","7","1","1","1"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403497","10","1","5","2"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403993","11","1","11","2"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403994","12","4","26","3"
"2025-03-15","2025-03-15 10:00:00 PM","M66","E","403995","13","0","8","3"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403487","1","1","0","1"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403488","2","5","0","2"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403489","3","4","0","2"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403491","4","5","0","3"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403492","6","9","0","3"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403487","1","23","6","6"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403488","2","6","0","3"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403489","3","14","1","4"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403491","4","60","4","5"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403492","6","18","1","5"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403494","7","8","8","4"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","404994","8","3","14","5"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403495","9","5","7","5"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403497","10","13","21","6"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403993","11","2","28","5"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403994","12","4","22","6"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403995","13","4","16","6"
"2025-03-15","2025-03-15 12:00:00 PM","M66","E","403996","14","2","21","5"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403487","1","5","0","3"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403488","2","12","0","2"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403489","3","3","0","2"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403491","4","16","5","3"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403492","6","8","3","2"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403494","7","2","3","1"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403495","9","1","1","2"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403497","10","1","4","1"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403993","11","2","3","2"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403994","12","0","4","1"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403995","13","1","16","2"
"2025-03-15","2025-03-15 06:00:00 PM","M66","E","403996","14","1","10","3"
"2025-03-15","2025-03-16 12:00:00 AM","M66","E","403489","3","2","0","1"
"2025-03-15","2025-03-16 12:00:00 AM","M66","E","403995","13","0","2","1"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403494","7","1","3","2"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","404994","8","1","0","1"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403497","10","17","5","3"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403993","11","1","4","2"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403995","13","2","10","3"
"2025-03-15","2025-03-15 07:00:00 AM","M66","E","403996","14","1","18","3"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403487","1","5","0","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403488","2","4","0","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403489","3","8","0","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403491","4","12","0","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403492","6","3","0","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403494","7","2","7","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","404994","8","0","1","1"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403497","10","8","4","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403993","11","1","0","1"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403994","12","0","3","2"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403995","13","0","1","1"
"2025-03-15","2025-03-15 08:00:00 AM","M66","E","403996","14","0","14","2"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403487","1","17","10","6"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403488","2","9","1","5"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403489","3","12","4","4"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403491","4","44","7","6"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403492","6","23","3","5"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403494","7","6","8","5"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","404994","8","0","8","5"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403495","9","1","12","4"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403497","10","16","24","6"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403993","11","4","18","5"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403994","12","2","17","5"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403995","13","1","19","6"
"2025-03-15","2025-03-15 01:00:00 PM","M66","E","403996","14","4","20","6"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403487","1","7","1","3"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403488","2","5","0","1"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403489","3","8","0","2"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403491","4","17","2","3"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403492","6","9","0","4"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403494","7","1","1","2"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403495","9","4","7","2"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403497","10","7","17","4"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403993","11","2","4","2"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403994","12","2","9","2"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403995","13","1","14","2"
"2025-03-15","2025-03-15 07:00:00 PM","M66","E","403996","14","2","13","3"
"2025-03-15","2025-03-15 01:00:00 AM","M66","E","403994","12","0","1","1"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403487","1","9","1","4"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403488","2","5","0","1"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403489","3","4","1","2"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403491","4","27","0","3"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403573","5","18","1","1"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403492","6","11","3","4"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403494","7","6","8","4"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","404994","8","3","5","3"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403495","9","3","9","3"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403497","10","10","28","5"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403993","11","1","6","3"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403994","12","3","11","4"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403995","13","4","28","5"
"2025-03-15","2025-03-15 05:00:00 PM","M66","E","403996","14","3","13","4"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403488","2","5","0","2"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403489","3","4","0","1"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403491","4","6","0","1"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403492","6","1","0","1"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403494","7","10","1","1"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","404994","8","0","2","2"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403495","9","2","0","1"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403497","10","0","10","2"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403993","11","0","2","2"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403994","12","0","2","1"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403995","13","0","8","2"
"2025-03-15","2025-03-15 08:00:00 PM","M66","E","403996","14","0","6","1"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403487","1","3","0","2"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403488","2","15","0","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403489","3","7","1","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403491","4","40","4","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403492","6","19","1","4"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403494","7","0","5","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","404994","8","2","12","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403495","9","4","3","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403497","10","9","12","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403993","11","1","8","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403994","12","2","14","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403995","13","1","18","3"
"2025-03-16","2025-03-16 02:00:00 PM","M66","E","403996","14","1","19","3"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403487","1","6","2","1"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403489","3","7","0","2"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403491","4","17","0","2"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403492","6","1","0","1"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403494","7","0","1","1"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403497","10","2","7","2"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403993","11","0","6","2"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403994","12","1","5","2"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403995","13","1","7","2"
"2025-03-16","2025-03-16 07:00:00 PM","M66","E","403996","14","0","6","2"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403487","1","4","0","1"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403488","2","3","0","2"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403489","3","2","0","2"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403491","4","10","0","2"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403492","6","1","0","1"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403494","7","0","2","2"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403495","9","0","2","1"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403995","13","0","4","1"
"2025-03-16","2025-03-16 06:00:00 AM","M66","E","403996","14","0","5","1"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403487","1","3","1","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403488","2","4","0","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403489","3","2","0","1"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403491","4","19","0","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403492","6","12","0","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403494","7","2","1","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","404994","8","4","7","3"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403495","9","0","9","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403497","10","3","6","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403993","11","1","15","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403994","12","0","15","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403995","13","1","12","2"
"2025-03-16","2025-03-16 06:00:00 PM","M66","E","403996","14","1","6","2"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403487","1","1","0","1"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403488","2","5","0","2"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403489","3","4","0","1"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403491","4","26","1","3"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403492","6","5","0","2"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403494","7","1","1","1"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","404994","8","4","11","3"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403495","9","2","4","2"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403497","10","8","17","3"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403993","11","5","11","4"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403994","12","1","16","4"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403995","13","0","17","3"
"2025-03-16","2025-03-16 01:00:00 PM","M66","E","403996","14","3","14","3"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403488","2","1","0","1"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403489","3","3","0","2"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403491","4","16","0","2"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403492","6","6","0","2"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","404994","8","0","1","1"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403495","9","0","1","1"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403497","10","2","8","2"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403993","11","0","1","1"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403994","12","0","10","2"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403995","13","1","5","2"
"2025-03-16","2025-03-16 08:00:00 PM","M66","E","403996","14","2","8","2"
"2025-03-16","2025-03-16 09:00:00 PM","M66","E","403487","1","1","1","1"
"2025-03-16","2025-03-16 09:00:00 PM","M66","E","403491","4","4","0","1"
"2025-03-16","2025-03-16 09:00:00 PM","M66","E","403492","6","1","0","1"
"2025-03-16","2025-03-16 09:00:00 PM","M66","E","404994","8","1","2","2"
"2025-03-16","2025-03-16 09:00:00 PM","M66","E","403495","9","1","0","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403487","1","1","2","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403488","2","2","0","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403489","3","1","0","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403491","4","3","1","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403494","7","1","0","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","404994","8","0","2","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403497","10","1","1","2"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403994","12","0","1","1"
"2025-03-16","2025-03-16 05:00:00 AM","M66","E","403996","14","0","5","2"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","403487","1","11","0","2"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","403488","2","10","0","1"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","403489","3","5","0","2"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","403491","4","9","2","1"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","403492","6","3","1","1"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","403494","7","0","7","2"
"2025-03-16","2025-03-16 10:00:00 AM","M66","E","404994","8","0","8","1"
