"Date","Hour","Route ID","Direction","Stop ID","Stop Sequence","Boardings","Alightings","Trips"
"2025-01-01","2025-01-01 05:00:00 AM","M66","E","403491","4","3","0","1"
"2025-01-01","2025-01-01 05:00:00 AM","M66","E","403492","6","1","0","1"
"2025-01-01","2025-01-01 05:00:00 AM","M66","E","403497","10","0","1","1"
"2025-01-01","2025-01-01 05:00:00 AM","M66","E","403994","12","0","1","1"
"2025-01-01","2025-01-01 05:00:00 AM","M66","E","403996","14","0","2","1"
"2025-01-01","2025-01-01 09:00:00 AM","M66","E","403497","10","2","1","1"
"2025-01-01","2025-01-01 09:00:00 AM","M66","E","403996","14","0","2","1"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403487","1","5","0","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403488","2","3","0","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403489","3","2","0","1"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403491","4","11","2","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403492","6","5","0","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","404994","8","0","3","1"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403495","9","0","3","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403497","10","7","0","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403993","11","0","3","1"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403994","12","0","2","1"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403995","13","0","8","2"
"2025-01-01","2025-01-01 01:00:00 PM","M66","E","403996","14","0","9","1"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403487","1","5","0","2"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403489","3","2","0","2"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403491","4","9","2","2"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403492","6","7","1","2"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403494","7","0","3","1"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","404994","8","0","2","1"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403497","10","1","2","2"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403993","11","0","2","1"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403995","13","0","10","2"
"2025-01-01","2025-01-01 02:00:00 PM","M66","E","403996","14","1","8","2"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403487","1","1","0","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403488","2","1","0","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403489","3","6","0","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403491","4","14","0","2"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403492","6","8","0","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","404994","8","0","4","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403495","9","3","2","2"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403497","10","0","1","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403993","11","5","9","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403994","12","2","9","2"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403995","13","0","2","1"
"2025-01-01","2025-01-01 03:00:00 PM","M66","E","403996","14","0","15","1"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403487","1","2","0","1"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403488","2","23","0","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403489","3","2","0","1"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403491","4","12","0","1"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403492","6","1","1","1"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403494","7","0","4","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","404994","8","0","4","1"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403495","9","0","3","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403497","10","1","12","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403993","11","0","3","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403994","12","0","7","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403995","13","0","10","2"
"2025-01-01","2025-01-01 04:00:00 PM","M66","E","403996","14","0","1","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403487","1","5","0","2"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403488","2","2","0","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403489","3","3","0","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403491","4","2","0","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403573","5","29","6","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403492","6","4","1","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","404994","8","1","4","2"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403495","9","0","1","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403497","10","2","3","2"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403993","11","0","12","1"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403994","12","1","10","2"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403995","13","0","11","2"
"2025-01-01","2025-01-01 05:00:00 PM","M66","E","403996","14","0","2","1"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403487","1","2","2","1"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403488","2","10","0","3"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403491","4","30","1","3"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403492","6","1","0","1"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","404994","8","3","0","1"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403497","10","8","3","2"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403993","11","0","12","2"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403994","12","0","5","2"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403995","13","0","13","2"
"2025-01-01","2025-01-01 06:00:00 PM","M66","E","403996","14","0","8","2"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403488","2","3","0","1"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403489","3","2","0","1"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403491","4","9","0","2"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403492","6","6","0","1"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403495","9","1","2","1"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403497","10","3","5","2"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403993","11","0","1","1"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403994","12","0","5","2"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403995","13","0","7","2"
"2025-01-01","2025-01-01 07:00:00 PM","M66","E","403996","14","0","10","2"
"2025-01-01","2025-01-01 08:00:00 PM","M66","E","403489","3","3","0","1"
"2025-01-01","2025-01-01 08:00:00 PM","M66","E","403491","4","5","0","1"
"2025-01-01","2025-01-01 08:00:00 PM","M66","E","403497","10","0","4","1"
"2025-01-01","2025-01-01 08:00:00 PM","M66","E","403996","14","0","3","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403491","4","3","0","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403492","6","8","0","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403494","7","0","1","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403497","10","2","1","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403993","11","0","2","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403994","12","0","3","1"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403995","13","0","9","2"
"2025-01-01","2025-01-01 09:00:00 PM","M66","E","403996","14","0","3","1"
"2025-01-01","2025-01-01 10:00:00 PM","M66","E","403491","4","1","0","1"
"2025-01-01","2025-01-01 10:00:00 PM","M66","E","403492","6","1","0","1"
"2025-01-01","2025-01-01 10:00:00 PM","M66","E","403495","9","0","1","1"
"2025-01-01","2025-01-01 10:00:00 PM","M66","E","403497","10","1","0","1"
"2025-01-01","2025-01-01 10:00:00 PM","M66","E","403994","12","0","1","1"
"2025-01-01","2025-01-01 10:00:00 PM","M66","E","403996","14","0","1","1"
"2025-01-01","2025-01-01 11:00:00 PM","M66","E","403488","2","1","0","1"
"2025-01-01","2025-01-01 11:00:00 PM","M66","E","403491","4","3","0","1"
"2025-01-01","2025-01-01 11:00:00 PM","M66","E","403497","10","0","2","1"
"2025-01-01","2025-01-01 11:00:00 PM","M66","E","403993","11","0","1","1"
"2025-01-01","2025-01-01 11:00:00 PM","M66","E","403994","12","0","1","1"
"2025-01-01","2025-01-01 07:00:00 AM","M66","E","403497","10","4","1","1"
"2025-01-01","2025-01-01 07:00:00 AM","M66","E","403995","13","0","1","1"
"2025-01-01","2025-01-01 07:00:00 AM","M66","E","403996","14","0","4","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403487","1","3","3","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403491","4","14","0","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403494","7","0","7","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403497","10","2","1","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403993","11","0","1","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403994","12","0","5","1"
"2025-01-01","2025-01-01 11:00:00 AM","M66","E","403996","14","0","3","1"
"2025-01-01","2025-01-01 07:00:00 AM","M66","E","403491","4","2","0","1"
"2025-01-01","2025-01-01 07:00:00 AM","M66","E","403492","6","1","0","1"
"2025-01-01","2025-01-01 07:00:00 AM","M66","E","403494","7","0","1","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403487","1","4","0","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403491","4","2","0","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403492","6","3","0","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403495","9","0","1","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403497","10","0","2","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403993","11","0","3","1"
"2025-01-01","2025-01-01 10:00:00 AM","M66","E","403996","14","0","3","1"
"2025-01-01","2025-01-01 08:00:00 AM","M66","E","403487","1","4","0","1"
"2025-01-01","2025-01-01 08:00:00 AM","M66","E","403491","4","4","3","1"
"2025-01-01","2025-01-01 08:00:00 AM","M66","E","403994","12","1","1","1"
"2025-01-01","2025-01-01 08:00:00 AM","M66","E","403995","13","0","1","1"
"2025-01-01","2025-01-01 08:00:00 AM","M66","E","403996","14","0","2","1"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403487","1","4","2","2"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403488","2","1","0","1"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403491","4","12","0","2"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403492","6","3","0","2"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","404994","8","0","1","1"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403495","9","3","2","1"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403497","10","1","0","1"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403993","11","1","11","2"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403994","12","0","3","1"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403995","13","0","6","2"
"2025-01-01","2025-01-01 12:00:00 PM","M66","E","403996","14","0","1","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403489","3","3","0","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403491","4","5","0","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403492","6","2","0","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403495","9","0","3","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403497","10","1","0","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403994","12","0","1","1"
"2025-01-01","2025-01-01 06:00:00 AM","M66","E","403996","14","0","8","1"
"2025-01-01","2025-01-01 09:00:00 AM","M66","E","403491","4","1","0","1"
"2025-01-01","2025-01-01 09:00:00 AM","M66","E","404994","8","1","1","1"
"2025-01-02","2025-01-02 12:00:00 AM","M66","E","403993","11","1","1","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403487","1","3","3","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403488","2","4","0","2"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403489","3","1","0","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403491","4","15","3","2"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403492","6","7","0","2"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403495","9","0","1","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403497","10","3","1","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403994","12","0","1","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403995","13","0","4","1"
"2025-01-02","2025-01-02 05:00:00 AM","M66","E","403996","14","0","7","1"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403487","1","2","1","2"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403488","2","11","0","4"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403489","3","11","0","3"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403491","4","34","3","5"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403492","6","10","0","3"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403494","7","1","3","1"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","404994","8","0","9","4"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403495","9","8","6","5"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403497","10","60","8","5"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403993","11","2","4","2"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403994","12","1","3","2"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403995","13","0","21","4"
"2025-01-02","2025-01-02 06:00:00 AM","M66","E","403996","14","1","59","4"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403487","1","11","1","5"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403488","2","33","0","7"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403489","3","27","1","7"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403491","4","70","8","9"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403573","5","3","0","1"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403492","6","23","0","6"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403494","7","2","18","6"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","404994","8","5","8","8"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403495","9","4","8","4"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403497","10","108","23","8"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403993","11","11","4","5"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403994","12","1","21","7"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403995","13","2","58","6"
"2025-01-02","2025-01-02 07:00:00 AM","M66","E","403996","14","3","121","8"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403487","1","27","4","10"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403497","1","18","1","1"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403488","2","23","0","9"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403994","3","1","1","1"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403489","3","17","0","7"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403491","4","73","3","7"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403995","4","0","9","1"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403996","5","0","10","1"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403573","5","52","3","5"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403492","6","27","2","6"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403494","7","10","35","9"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","404994","8","1","13","6"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403495","9","6","12","7"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403497","10","109","31","11"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403993","11","7","11","6"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403994","12","5","80","11"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403995","13","3","98","11"
"2025-01-02","2025-01-02 08:00:00 AM","M66","E","403996","14","3","123","12"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403487","1","10","0","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403488","2","11","0","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403489","3","13","0","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403491","4","40","2","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403492","6","5","0","3"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403494","7","1","17","5"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","404994","8","0","6","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403495","9","3","7","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403497","10","37","13","5"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403993","11","4","5","4"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403994","12","1","9","3"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403995","13","1","25","5"
"2025-01-02","2025-01-02 09:00:00 AM","M66","E","403996","14","1","44","5"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403487","1","15","1","3"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403497","1","3","0","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403993","2","1","0","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403488","2","3","0","2"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403489","3","1","0","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403491","4","10","2","2"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403995","4","1","3","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403573","5","14","1","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403996","5","1","1","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403492","6","10","1","3"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403494","7","0","2","1"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","404994","8","0","9","3"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403495","9","0","4","2"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403497","10","8","14","4"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403993","11","2","6","3"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403994","12","0","6","3"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403995","13","2","13","3"
"2025-01-02","2025-01-02 10:00:00 AM","M66","E","403996","14","1","21","4"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403487","1","8","1","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403488","2","15","1","4"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403489","3","8","0","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403491","4","27","1","4"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403492","6","11","1","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403494","7","0","5","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","404994","8","2","18","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403495","9","2","5","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403497","10","20","11","5"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403993","11","0","6","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403994","12","1","7","4"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403995","13","0","8","3"
"2025-01-02","2025-01-02 11:00:00 AM","M66","E","403996","14","1","16","4"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403487","1","6","2","3"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403488","2","6","0","1"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403489","3","5","0","3"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403491","4","22","5","4"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403492","6","20","4","4"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403494","7","0","7","2"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","404994","8","3","11","4"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403495","9","4","3","4"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403497","10","22","9","3"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403993","11","1","8","3"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403994","12","0","6","3"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403995","13","0","10","3"
"2025-01-02","2025-01-02 12:00:00 PM","M66","E","403996","14","1","39","4"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403487","1","9","1","3"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403488","2","13","0","5"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403489","3","15","0","4"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403491","4","36","6","6"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403492","6","17","0","6"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403494","7","2","6","5"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","404994","8","2","8","3"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403495","9","4","5","3"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403497","10","9","17","5"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403993","11","2","9","3"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403994","12","1","3","3"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403995","13","1","11","3"
"2025-01-02","2025-01-02 01:00:00 PM","M66","E","403996","14","1","21","3"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403487","1","6","0","3"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403488","2","22","1","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403489","3","41","0","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403491","4","59","10","6"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403492","6","16","1","4"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403494","7","2","8","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","404994","8","4","10","4"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403495","9","2","7","3"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403497","10","29","42","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403993","11","2","10","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403994","12","1","13","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403995","13","1","14","5"
"2025-01-02","2025-01-02 02:00:00 PM","M66","E","403996","14","3","37","5"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403487","1","2","0","2"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403488","2","25","0","5"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403489","3","51","0","5"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403491","4","45","15","6"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403492","6","21","3","6"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403494","7","1","8","5"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","404994","8","1","10","4"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403495","9","7","13","6"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403497","10","17","46","5"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403993","11","9","29","6"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403994","12","3","14","5"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403995","13","1","23","6"
"2025-01-02","2025-01-02 03:00:00 PM","M66","E","403996","14","3","41","6"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403487","1","21","15","7"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403488","2","40","4","8"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403489","3","21","1","8"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403491","4","43","6","9"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403492","6","20","5","7"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403494","7","6","12","6"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","404994","8","2","14","7"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403495","9","11","22","8"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403497","10","8","43","9"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403993","11","7","24","8"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403994","12","3","26","9"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403995","13","0","13","7"
"2025-01-02","2025-01-02 04:00:00 PM","M66","E","403996","14","3","28","7"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403487","1","5","0","3"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403488","2","9","0","4"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403489","3","21","0","6"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403491","4","26","4","5"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403573","5","6","2","1"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403492","6","25","5","5"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403494","7","0","4","2"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","404994","8","10","13","4"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403495","9","7","5","6"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403497","10","5","34","7"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403993","11","1","15","6"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403994","12","0","13","6"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403995","13","0","26","6"
"2025-01-02","2025-01-02 05:00:00 PM","M66","E","403996","14","35","7","5"
"2025-01-02","2025-01-02 06:00:00 PM","M66","E","403487","1","6","1","4"
"2025-01-02","2025-01-02 06:00:00 PM","M66","E","403488","2","10","0","5"
"2025-01-02","2025-01-02 06:00:00 PM","M66","E","403489","3","12","0","4"
"2025-01-02","2025-01-02 06:00:00 PM","M66","E","403491","4","30","3","5"
"2025-01-02","2025-01-02 06:00:00 PM","M66","E","403492","6","12","0","4"
"2025-01-02","2025-01-02 06:00:00 PM","M66","E","403494","7","1","3","3"
