Period,Technique,Mean_Best_Wait,Std_Best_Wait,Best_Wait,Mean_Backlog,Mean_Peak_Queue,Mean_P95_Wait
Evening,GA,3.5529208214044723,0.02233800857131624,3.5321986491301183,1.0222222222222221,8.6,7.644552371838778
Evening,PSO,3.5860987005290785,0.03578921854174167,3.5522539859300304,1.0333333333333334,8.700000000000001,7.639353376063305
Evening,SA,3.5820376399931413,0.02945384177117877,3.558175915935475,0.9888888888888889,8.488888888888889,8.024991331293663
Morning,GA,3.4977340385844524,0.01490609852198946,3.488068196657662,1.788888888888889,17.177777777777777,7.522108013978429
Morning,PSO,3.4955783096217323,0.03844918641345957,3.4698226883848187,1.5999999999999999,16.788888888888888,7.6606198495930755
Morning,SA,3.5244835801434022,0.04758873476124221,3.4698226883848187,1.5999999999999999,17.244444444444444,8.328738652139169
